x,f(x)
3.386,-0.326
-4.976,3403.584
4.614,-0.104
-1.233,-1.417
0.751,-0.066
1.925,0.442
2.874,0.365
2.120,0.703
1.193,-0.120
-2.522,120.308
-0.851,-0.449
-4.056,-2575.801
3.201,-0.080
0.589,-0.039
1.458,-0.071
3.180,-0.052
2.842,0.408
0.316,-0.006
2.739,0.546
4.121,-0.727
-0.299,-0.009
3.005,0.184
3.074,0.091
-2.398,101.096
2.329,0.837
-4.229,-2915.137
3.089,0.071
-3.478,-468.441
1.508,-0.045
1.746,0.187
0.891,-0.088
2.681,0.618
1.591,0.017
3.596,-0.590
-4.204,-2901.198
2.170,0.752
2.477,0.806
-4.261,-2912.827
-1.745,6.072
-3.371,-259.352
-2.666,131.609
2.424,0.828
-3.081,38.404
-2.418,104.541
4.124,-0.725
-1.644,1.811
0.545,-0.032
0.737,-0.063
2.153,0.737
0.928,-0.093
4.606,-0.114
4.660,-0.053
-1.562,-0.157
-1.723,4.923
-0.131,-0.000
3.553,-0.540
2.482,0.803
-4.647,-725.081
2.962,0.243
-2.992,80.426
2.228,0.797
0.986,-0.101
-2.986,82.498
0.529,-0.030
-1.588,0.343
2.552,0.753
3.803,-0.772
-0.586,-0.124
-0.698,-0.230
1.231,-0.120
-2.447,109.458
-4.871,1987.774
2.927,0.292
0.100,-0.000
4.481,-0.277
-2.298,82.234
-0.739,-0.280
-0.672,-0.202
1.545,-0.020
-0.131,-0.000
0.579,-0.037
-2.391,99.740
2.424,0.829
-1.302,-1.565
4.196,-0.656
-3.370,-257.595
-1.285,-1.536
-1.739,5.736
-1.842,12.720
-4.169,-2859.230
-0.429,-0.039
2.531,0.770
-2.911,106.056
-1.958,24.605
3.554,-0.541
1.152,-0.119
2.386,0.837
2.655,0.649
2.358,0.839
1.991,0.538
-1.814,10.474
1.909,0.418
-2.770,128.824
3.415,-0.364
2.177,0.758
-2.388,99.330
-4.587,-1322.216
-3.818,-1615.121
-1.847,13.149
0.145,-0.000
-4.257,-2914.365
-0.520,-0.080
-4.496,-2056.617
-1.040,-0.866
-0.354,-0.018
-1.820,10.975
-0.714,-0.248
3.943,-0.807
-3.772,-1422.312
-1.310,-1.576
3.408,-0.355
-0.012,-0.000
-2.131,50.627
-1.061,-0.924
-1.418,-1.509
2.933,0.284
-4.181,-2875.703
3.936,-0.808
-3.809,-1578.451
3.604,-0.599
3.634,-0.632
2.161,0.745
-1.059,-0.919
-1.884,16.515
-0.005,-0.000
-0.436,-0.041
-0.669,-0.199
-3.160,-13.938
1.437,-0.081
-2.636,130.544
-2.701,131.837
1.451,-0.075
-0.185,-0.001
-2.965,90.025
-0.839,-0.427
-0.647,-0.177
-1.031,-0.843
0.862,-0.084
0.986,-0.101
-2.572,125.905
-0.036,-0.000
-0.709,-0.243
0.844,-0.081
2.536,0.765
4.552,-0.181
-3.097,29.189
-3.916,-2033.860
4.491,-0.263
2.013,0.569
-2.667,131.620
3.689,-0.686
-1.665,2.504
-4.542,-1713.336
3.670,-0.669
4.085,-0.754
-3.351,-227.873
-0.183,-0.001
4.968,0.159
1.347,-0.108
-0.627,-0.158
-4.759,552.474
1.394,-0.097
-4.366,-2721.083
-1.859,14.202
-3.536,-610.752
0.203,-0.001
-3.073,43.113
4.492,-0.261
0.773,-0.069
2.281,0.824
2.645,0.660
-3.501,-523.520
4.681,-0.030
4.273,-0.564
-4.440,-2400.219
-3.700,-1139.962
2.131,0.714
4.501,-0.249
2.584,0.724
1.859,0.345
-4.880,2109.118
1.770,0.218
-0.534,-0.088
-0.166,-0.001
1.006,-0.104
4.958,0.156
1.202,-0.120
2.879,0.358
-0.567,-0.110
-2.148,53.674
3.057,0.113
3.940,-0.807
-4.197,-2894.777
-1.945,22.999
2.510,0.784
2.103,0.684
-2.447,109.396
1.014,-0.105
-1.892,17.265
-0.530,-0.086
4.078,-0.759
0.209,-0.001
-2.710,131.718
-3.862,-1802.324
1.097,-0.114
2.384,0.837
1.543,-0.021
0.894,-0.088
-4.496,-2059.988
2.310,0.833
3.914,-0.807
-1.517,-0.814
-2.709,131.736
-4.960,3185.160
0.874,-0.085
0.439,-0.018
1.000,-0.103
4.874,0.118
-2.214,65.981
-4.628,-918.522
0.355,-0.009
-0.697,-0.229
4.835,0.096
-3.661,-996.928
-3.791,-1500.224
3.111,0.041
-1.827,11.505
-2.535,121.907
-0.258,-0.005
2.504,0.789
-0.765,-0.314
-0.677,-0.207
-0.017,-0.000
1.626,0.049
3.726,-0.719
2.770,0.505
-2.851,118.743
4.183,-0.670
0.593,-0.040
3.910,-0.807
1.030,-0.107
0.987,-0.102
0.477,-0.022
-1.393,-1.571
-3.272,-121.298
0.210,-0.001
2.571,0.736
3.649,-0.648
-1.596,0.528
0.890,-0.088
-1.397,-1.563
3.001,0.190
-4.613,-1073.854
1.794,0.251
2.760,0.519
1.873,0.365
3.982,-0.802
-2.861,117.028
-3.261,-108.718
-1.663,2.445
2.619,0.688
-2.132,50.875
-0.147,-0.001
2.088,0.666
-2.383,98.403
2.174,0.756
-4.860,1840.722
2.629,0.678
1.755,0.199
1.814,0.279
3.738,-0.729
4.593,-0.130
-1.901,18.186
1.364,-0.105
1.476,-0.063
-3.733,-1267.923
-2.933,100.124
-3.983,-2309.259
3.560,-0.549
-1.569,-0.026
-4.377,-2683.691
-0.188,-0.001
-4.461,-2286.580
4.576,-0.151
3.627,-0.624
0.212,-0.002
1.287,-0.117
0.278,-0.004
3.899,-0.805
-3.128,9.313
1.677,0.102
-0.948,-0.641
-0.659,-0.188
2.111,0.693
0.812,-0.076
4.362,-0.444
2.586,0.722
-1.875,15.624
0.207,-0.001
2.624,0.684
1.074,-0.112
1.286,-0.117
-4.850,1719.987
0.026,-0.000
3.205,-0.085
-2.967,89.400
1.639,0.062
-3.217,-62.685
-0.733,-0.272
-0.229,-0.003
-3.263,-111.188
-3.978,-2288.101
4.202,-0.649
0.994,-0.102
-0.043,-0.000
0.952,-0.097
-2.019,32.721
-4.621,-997.203
-1.593,0.443
3.154,-0.017
3.315,-0.231
-0.969,-0.688
3.784,-0.761
-3.081,38.385
-0.236,-0.004
-3.802,-1546.095
-4.941,2924.858
-0.645,-0.175
-2.079,41.930
0.844,-0.081
-3.310,-168.516
3.714,-0.709
-2.739,130.804
-2.756,129.874
-1.442,-1.409
3.814,-0.777
-3.480,-473.225
-0.567,-0.110
0.452,-0.019
0.759,-0.067
-4.011,-2417.884
2.754,0.527
0.922,-0.092
-0.756,-0.302
-2.981,84.390
2.050,0.618
-2.452,110.326
-0.344,-0.016
-4.828,1423.467
0.083,-0.000
3.320,-0.238
3.902,-0.806
-0.016,-0.000
-3.329,-195.153
1.668,0.092
-2.543,122.896
-3.923,-2063.759
3.702,-0.699
0.927,-0.093
-2.553,124.049
-2.478,114.218
3.748,-0.736
-2.454,110.595
-3.227,-72.352
-0.266,-0.006
0.247,-0.003
-3.831,-1669.414
-2.742,130.663
0.962,-0.098
-4.560,-1559.744
3.887,-0.803
0.570,-0.036
-1.514,-0.839
-1.881,16.217
-4.592,-1276.077
4.303,-0.526
2.985,0.213
-2.933,100.184
-4.316,-2848.579
2.004,0.556
-1.749,6.311
-2.401,101.659
-3.406,-320.926
0.150,-0.000
2.384,0.837
-1.990,28.697
4.719,0.006
2.147,0.731
0.941,-0.095
-0.041,-0.000
-2.072,40.777
-0.753,-0.298
2.111,0.693
1.773,0.222
-0.472,-0.056
0.963,-0.098
-1.072,-0.953
-3.458,-424.138
0.082,-0.000
3.047,0.127
3.774,-0.754
-2.548,123.483
-1.374,-1.596
-0.639,-0.169
-4.016,-2436.192
1.294,-0.117
-2.999,77.493
-4.902,2396.769
4.241,-0.605
-2.679,131.818
3.276,-0.179
2.717,0.574
1.602,0.026
2.714,0.579
2.835,0.419
-1.313,-1.579
2.537,0.765
-2.226,68.231
-1.404,-1.546
-1.327,-1.594
-1.880,16.078
3.712,-0.707
-4.956,3130.404
1.148,-0.118
-2.327,87.837
3.335,-0.258
4.291,-0.542
4.597,-0.125
2.557,0.748
0.340,-0.008
-3.797,-1527.595
1.430,-0.084
0.587,-0.039
-4.020,-2451.572
-1.205,-1.341
2.540,0.762
-2.430,106.647
2.879,0.359
-0.445,-0.044
0.031,-0.000
-4.146,-2817.534
4.485,-0.271
3.122,0.027
2.046,0.614
-1.542,-0.481
-4.745,381.739
-4.147,-2820.153
2.896,0.334
1.332,-0.111
1.031,-0.107
3.199,-0.076
3.664,-0.663
-4.381,-2669.537
1.267,-0.119
1.516,-0.039
3.385,-0.325
-3.593,-775.334
4.793,0.067
1.991,0.538
-1.485,-1.129
4.374,-0.428
-1.409,-1.533
0.660,-0.051
-1.097,-1.026
2.003,0.555
4.734,0.019
-4.809,1187.747
1.771,0.220
-3.426,-358.146
4.048,-0.777
-3.978,-2290.307
1.307,-0.115
-1.982,27.709
-3.657,-984.396
-3.236,-81.369
0.387,-0.012
0.908,-0.090
-3.884,-1894.894
-3.673,-1042.217
2.682,0.617
-3.653,-970.172
-0.470,-0.055
3.150,-0.012
-2.058,38.629
1.315,-0.114
3.144,-0.003
0.138,-0.000
0.589,-0.039
0.172,-0.001
-2.589,127.424
-2.606,128.772
1.948,0.476
-4.571,-1468.330
-1.740,5.806
-1.275,-1.517
-0.610,-0.144
2.659,0.645
-1.789,8.721
-2.993,79.869
1.469,-0.066
-2.545,123.087
4.451,-0.319
2.985,0.212
-3.252,-98.644
0.744,-0.065
-4.994,3642.658
1.842,0.319
-4.602,-1178.498
2.405,0.834
-4.221,-2912.429
1.970,0.508
-3.094,31.297
2.172,0.754
0.539,-0.031
0.775,-0.070
4.263,-0.577
1.096,-0.114
3.220,-0.105
3.045,0.130
4.846,0.102
-3.564,-689.464
-3.175,-25.618
-1.525,-0.714
0.891,-0.088
-2.167,57.207
-3.897,-1954.507
-3.779,-1452.584
-2.077,41.596
2.801,0.464
1.785,0.238
-3.935,-2113.662
-2.207,64.636
-4.813,1239.844
2.609,0.699
-2.297,81.961
4.094,-0.749
1.067,-0.111
-2.377,97.252
1.943,0.468
1.625,0.048
2.778,0.495
-4.661,-574.819
0.199,-0.001
-1.682,3.118
3.231,-0.119
-1.818,10.792
1.574,0.002
-2.435,107.465
-0.510,-0.075
0.388,-0.012
0.006,-0.000
1.252,-0.120
-3.280,-130.412
4.999,0.169
-2.475,113.886
-1.032,-0.846
1.011,-0.105
0.939,-0.095
3.445,-0.404
-3.174,-25.125
2.360,0.839
4.291,-0.541
3.543,-0.528
0.143,-0.000
-2.861,116.988
-1.178,-1.265
-2.346,91.477
-2.188,61.033
2.734,0.553
-0.408,-0.032
-1.040,-0.867
2.616,0.691
-4.257,-2914.349
0.035,-0.000
3.295,-0.205
0.986,-0.101
-0.899,-0.537
-2.721,131.461
2.207,0.783
-2.292,81.088
2.807,0.457
2.703,0.592
-0.785,-0.343
-4.027,-2476.754
-2.451,110.115
4.695,-0.017
4.750,0.034
0.804,-0.074
0.469,-0.021
-1.568,-0.045
1.584,0.011
4.394,-0.400
-2.479,114.459
3.116,0.034
-0.796,-0.359
-4.848,1683.474
-2.532,121.664
0.561,-0.035
2.570,0.737
-1.597,0.531
-1.594,0.465
0.277,-0.004
-2.058,38.618
-4.458,-2299.125
-1.092,-1.010
-4.729,192.656
-3.924,-2069.592
0.228,-0.002
2.342,0.838
-0.319,-0.012
0.972,-0.100
4.720,0.007
4.768,0.048
4.030,-0.786
0.580,-0.037
-3.204,-50.371
3.896,-0.805
-3.571,-708.535
4.381,-0.418
-2.104,46.034
-0.952,-0.649
-1.643,1.766
1.624,0.047
-3.924,-2066.626
-0.206,-0.002
1.786,0.240
3.121,0.027
3.180,-0.051
3.994,-0.799
0.377,-0.011
-1.017,-0.807
4.208,-0.642
4.357,-0.452
1.216,-0.121
4.448,-0.323
-1.687,3.320
-3.712,-1183.294
-4.857,1808.991
-3.946,-2157.901
-4.955,3116.473
-1.189,-1.296
3.111,0.041
0.778,-0.070
-3.459,-425.599
4.643,-0.072
3.202,-0.080
1.516,-0.040
-3.808,-1572.594
-4.869,1958.984
-2.058,38.569
3.270,-0.172
-3.024,67.374
0.688,-0.055
4.385,-0.412
-4.225,-2914.043
-1.841,12.638
-2.410,103.279
0.054,-0.000
-0.088,-0.000
-2.693,131.887
-2.407,102.608
-3.706,-1161.078
-2.736,130.921
-4.286,-2893.583
-2.334,89.205
-3.162,-15.366
4.404,-0.386
-0.796,-0.359
3.313,-0.228
3.462,-0.425
-3.887,-1911.120
3.052,0.121
0.489,-0.024
2.498,0.792
4.630,-0.086
-0.732,-0.270
-2.117,48.297
-4.338,-2800.511
-4.764,621.408
-3.133,5.741
3.469,-0.435
-3.846,-1731.864
2.001,0.552
0.887,-0.087
-3.316,-176.146
-3.648,-953.760
1.380,-0.101
3.944,-0.807
0.290,-0.005
-3.512,-550.474
-4.539,-1737.513
4.833,0.094
4.079,-0.759
4.715,0.002
1.165,-0.119
2.362,0.839
-4.082,-2656.873
-2.326,87.639
-3.550,-651.104
-1.034,-0.849
4.334,-0.484
-2.718,131.554
-0.338,-0.015
-2.091,43.837
0.802,-0.074
3.821,-0.781
3.603,-0.598
-0.102,-0.000
-0.742,-0.284
-2.381,97.924
1.541,-0.023
-0.179,-0.001
4.916,0.139
1.635,0.058
-1.512,-0.862
1.947,0.474
4.450,-0.320
-4.964,3231.392
-2.664,131.559
2.432,0.826
4.821,0.087
3.557,-0.544
-3.846,-1732.760
1.262,-0.119
-1.416,-1.515
-4.184,-2879.508
-0.140,-0.000
1.851,0.333
-0.598,-0.134
-3.929,-2089.363
-3.202,-48.397
-4.547,-1667.096
2.639,0.667
2.927,0.292
-1.688,3.352
-0.746,-0.288
2.443,0.822
0.438,-0.017
-2.678,131.814
1.572,0.001
-1.511,-0.879
2.698,0.598
0.112,-0.000
4.907,0.135
2.714,0.578
-4.438,-2410.967
4.079,-0.758
-2.180,59.529
-1.226,-1.399
-0.565,-0.109
3.007,0.182
-0.493,-0.066
4.724,0.010
-4.778,791.650
0.602,-0.041
-3.192,-39.806
2.452,0.818
1.455,-0.073
2.485,0.801
1.950,0.478
-4.197,-2894.287
4.402,-0.388
-3.412,-331.723
0.732,-0.063
2.959,0.247
4.511,-0.236
2.036,0.600
-4.866,1920.490
-2.305,83.683
1.933,0.454
-3.058,50.834
1.319,-0.114
-1.615,0.969
1.085,-0.113
-3.700,-1139.001
3.884,-0.803
3.295,-0.204
-0.817,-0.392
2.165,0.748
-0.113,-0.000
-4.418,-2514.778
-3.462,-432.871
-0.360,-0.019
1.610,0.034
1.728,0.163
-2.977,85.825
3.872,-0.800
-4.621,-995.084
2.616,0.691
-4.435,-2428.295
-4.823,1359.501
4.798,0.071
-2.593,127.775
-4.216,-2909.500
1.733,0.170
0.712,-0.059
-3.521,-571.527
4.966,0.159
1.834,0.308
-3.065,47.593
1.252,-0.120
-4.552,-1633.466
0.624,-0.045
0.302,-0.005
-4.524,-1854.671
1.186,-0.120
-0.582,-0.121
-4.025,-2467.337
4.720,0.007
-4.216,-2909.344
-0.725,-0.262
4.112,-0.735
-1.805,9.819
3.603,-0.598
4.284,-0.551
1.931,0.451
-0.177,-0.001
-1.336,-1.601
4.214,-0.636
-3.923,-2062.769
3.486,-0.457
-2.943,97.065
0.622,-0.044
3.715,-0.710
0.792,-0.072
-2.715,131.622
-4.718,66.385
-2.744,130.562
-1.653,2.075
-0.428,-0.038
4.906,0.134
-3.183,-32.070
-4.456,-2310.864
-0.476,-0.057
1.515,-0.040
-3.440,-386.097
3.148,-0.008
3.768,-0.751
3.530,-0.512
-4.076,-2639.486
-2.367,95.459
-4.853,1746.559
-1.313,-1.580
4.412,-0.374
-3.909,-2005.884
2.933,0.283
-3.799,-1533.934
-0.917,-0.575
1.833,0.307
-0.894,-0.529
2.292,0.828
-2.810,124.834
1.334,-0.111
-4.779,803.821
0.089,-0.000
2.509,0.786
-0.973,-0.699
-4.358,-2745.963
2.266,0.818
2.804,0.460
-2.316,85.692
1.973,0.512
2.309,0.833
-2.358,93.682
-1.445,-1.394
0.437,-0.017
-1.773,7.719
0.254,-0.003
-2.721,131.448
-1.381,-1.588
0.747,-0.065
4.551,-0.182
-1.296,-1.555
0.516,-0.028
-3.474,-458.559
-1.472,-1.232
-3.840,-1706.099
-0.850,-0.447
-4.212,-2906.932
-1.715,4.543
-1.514,-0.842
4.149,-0.703
2.910,0.316
2.687,0.611
1.176,-0.120
-2.374,96.627
-2.026,33.797
-2.722,131.436
-3.630,-891.726
-4.530,-1807.750
-2.942,97.326
-2.510,118.820
0.094,-0.000
2.711,0.582
-0.871,-0.484
-4.591,-1284.851
4.149,-0.703
1.035,-0.108
-2.187,60.818
1.410,-0.091
4.371,-0.431
3.690,-0.687
-2.990,81.096
1.813,0.277
-3.420,-347.026
-1.945,23.015
0.373,-0.011
-3.607,-818.301
-3.527,-588.196
-1.031,-0.841
-4.012,-2420.006
-4.952,3077.874
-0.014,-0.000
-3.474,-459.579
-0.759,-0.307
1.211,-0.121
-3.839,-1702.055
0.521,-0.028
-1.161,-1.214
0.723,-0.061
-4.533,-1785.565
-0.022,-0.000
3.219,-0.104
-1.239,-1.433
2.673,0.628
0.247,-0.003
-2.852,118.574
4.183,-0.670
4.891,0.127
2.080,0.656
1.250,-0.120
0.162,-0.001
2.191,0.770
-3.251,-96.955
0.389,-0.012
2.353,0.839
0.327,-0.007
-1.180,-1.270
0.364,-0.010
1.000,-0.103
2.531,0.769
3.479,-0.447
-3.791,-1500.895
1.350,-0.108
0.088,-0.000
-1.514,-0.840
-0.444,-0.044
-2.425,105.867
-0.546,-0.096
1.733,0.169
-3.042,58.922
-1.051,-0.896
-2.955,93.300
4.178,-0.674
-4.139,-2804.241
3.499,-0.473
1.521,-0.037
4.487,-0.269
0.004,-0.000
3.528,-0.509
-2.632,130.334
-3.919,-2045.538
1.411,-0.091
-0.502,-0.070
2.897,0.334
-0.465,-0.053
1.870,0.360
3.567,-0.556
0.382,-0.011
3.212,-0.094
2.793,0.475
1.771,0.220
-3.968,-2250.048
2.910,0.315
-1.262,-1.489
4.323,-0.498
2.670,0.632
-3.116,17.302
-3.544,-634.672
-3.247,-93.279
-1.381,-1.588
-3.931,-2098.592
-1.648,1.930
0.776,-0.070
2.111,0.693
0.605,-0.041
-3.510,-545.183
2.636,0.671
1.748,0.189
2.808,0.456
0.861,-0.083
-1.562,-0.161
0.015,-0.000
3.637,-0.635
3.551,-0.538
0.505,-0.026
-1.321,-1.589
4.400,-0.391
-1.355,-1.605
-3.851,-1756.277
2.000,0.551
-2.054,37.950
-3.779,-1451.852
0.431,-0.017
-3.872,-1844.280
3.917,-0.807
-2.342,90.642
-2.568,125.507
0.800,-0.074
0.769,-0.069
-1.409,-1.534
0.378,-0.011
2.504,0.789
3.217,-0.101
-4.667,-512.816
-0.459,-0.050
-3.348,-222.285
-2.480,114.620
0.368,-0.010
-1.723,4.949
-0.011,-0.000
-1.417,-1.510
2.576,0.731
1.770,0.218
3.432,-0.386
2.268,0.819
-1.720,4.788
0.109,-0.000
-0.107,-0.000
3.467,-0.432
-0.094,-0.000
-2.843,120.133
1.197,-0.120
-4.488,-2115.382
0.074,-0.000
-0.631,-0.162
3.187,-0.060
-0.652,-0.182
0.266,-0.003
4.159,-0.694
-1.683,3.166
1.471,-0.065
4.899,0.131
-4.265,-2910.455
0.629,-0.046
-1.852,13.556
3.546,-0.531
-2.590,127.513
-1.171,-1.243
-0.369,-0.021
-3.637,-915.278
3.316,-0.233
-0.593,-0.130
2.207,0.782
0.363,-0.010
-0.826,-0.406
3.209,-0.090
-2.238,70.570
-2.958,92.536
1.325,-0.113
-4.307,-2863.964
0.277,-0.004
-4.864,1900.011
-4.433,-2437.061
3.203,-0.082
-3.861,-1797.307
-4.252,-2915.956
2.514,0.782
-4.953,3081.547
0.525,-0.029
0.984,-0.101
4.179,-0.674
3.896,-0.805
-4.809,1183.796
1.329,-0.112
-2.749,130.273
-4.931,2787.401
4.010,-0.793
1.506,-0.046
2.182,0.762
-1.325,-1.593
1.303,-0.116
-0.698,-0.230
3.559,-0.547
-2.791,126.970
4.621,-0.096
-3.041,59.374
-3.475,-462.058
-4.750,447.241
-1.996,29.564
0.098,-0.000
-4.005,-2394.440
-2.832,121.822
3.939,-0.807
4.895,0.129
0.325,-0.007
3.403,-0.349
2.256,0.813
0.216,-0.002
-1.298,-1.559
-4.215,-2908.732
2.016,0.572
-2.219,66.940
2.049,0.617
-2.377,97.314
-1.915,19.653
0.071,-0.000
0.496,-0.025
4.837,0.097
-2.464,112.124
2.645,0.660
-3.408,-323.131
0.292,-0.005
2.270,0.820
4.826,0.090
2.338,0.838
4.653,-0.060
3.340,-0.264
0.291,-0.005
-0.145,-0.000
3.593,-0.587
-0.682,-0.212
-3.001,76.701
0.038,-0.000
2.978,0.222
-4.218,-2910.818
4.118,-0.730
0.911,-0.091
0.792,-0.072
-4.546,-1682.593
2.125,0.708
-2.457,111.129
-3.031,63.868
-1.089,-1.001
1.083,-0.113
-1.615,0.972
0.067,-0.000
3.856,-0.795
1.282,-0.118
-1.328,-1.595
2.770,0.506
-3.061,49.592
-0.153,-0.001
0.127,-0.000
-3.450,-406.512
-4.150,-2825.339
-3.258,-104.803
-2.365,95.068
-0.442,-0.043
0.974,-0.100
3.641,-0.640
-2.216,66.327
0.732,-0.063
-4.693,-228.433
-0.434,-0.040
1.188,-0.120
-2.515,119.491
-1.495,-1.037
-2.098,45.085
0.390,-0.012
3.914,-0.807
-4.045,-2537.845
0.406,-0.014
-2.208,64.749
1.419,-0.088
-3.399,-307.939
-4.804,1125.836
3.546,-0.531
3.855,-0.795
3.839,-0.789
-2.682,131.849
1.610,0.034
4.914,0.138
2.316,0.835
2.493,0.796
3.321,-0.239
-3.717,-1203.507
-0.345,-0.016
-3.122,13.849
1.697,0.125
1.313,-0.114
-3.741,-1296.337
-1.686,3.294
-3.546,-638.113
0.441,-0.018
-1.812,10.388
-2.627,130.088
-0.755,-0.301
1.390,-0.098
-2.174,58.470
-0.205,-0.002
0.972,-0.099
-0.684,-0.215
4.568,-0.161
-4.628,-924.166
-1.779,8.060
-0.530,-0.086
3.046,0.129
2.213,0.787
3.812,-0.776
-2.263,75.366
-0.410,-0.032
-0.537,-0.090
-2.739,130.794
2.412,0.832
-1.456,-1.335
-4.000,-2374.235
4.571,-0.156
3.986,-0.801
-1.193,-1.308
-2.563,125.095
3.158,-0.022
-1.613,0.913
-2.422,105.259
-1.199,-1.326
-3.042,58.735
3.094,0.065
2.627,0.680
-4.281,-2898.092
-1.188,-1.293
4.870,0.116
-3.365,-250.304
2.594,0.713
2.066,0.639
2.491,0.797
-2.846,119.543
2.327,0.837
0.982,-0.101
-2.269,76.576
3.557,-0.544
-1.560,-0.195
0.071,-0.000
3.168,-0.035
-2.024,33.479
-2.848,119.220
-4.306,-2866.781
-4.120,-2761.302
0.686,-0.055
3.864,-0.798
-0.559,-0.105
2.012,0.567
1.648,0.072
-4.154,-2833.610
1.658,0.082
-1.658,2.249
-1.012,-0.794
0.446,-0.018
-4.730,203.392
3.489,-0.460
2.085,0.662
-3.891,-1927.215
4.546,-0.189
3.207,-0.087
1.641,0.064
1.630,0.053
0.839,-0.080
1.327,-0.112
1.590,0.016
-2.336,89.583
-2.519,119.964
0.341,-0.008
-1.931,21.446
3.304,-0.218
-1.004,-0.773
3.370,-0.305
-1.243,-1.443
-0.294,-0.009
-4.412,-2541.494
2.301,0.831
1.888,0.387
2.199,0.777
2.464,0.812
-4.729,195.822
-2.043,36.299
2.116,0.698
4.961,0.157
0.337,-0.008
-1.256,-1.475
-0.384,-0.025
4.684,-0.028
1.171,-0.120
-2.352,92.564
-0.765,-0.314
-1.103,-1.042
4.928,0.144
2.525,0.774
0.558,-0.034
-4.727,176.498
2.054,0.624
-2.767,129.073
-2.527,121.004
-3.255,-102.127
2.734,0.553
0.916,-0.092
0.774,-0.070
-3.272,-120.546
4.915,0.138
4.681,-0.031
0.556,-0.034
3.225,-0.112
4.405,-0.383
3.778,-0.757
-3.222,-67.617
1.457,-0.072
-1.575,0.070
-0.343,-0.016
-1.308,-1.574
-1.425,-1.482
0.143,-0.000
0.328,-0.007
-3.639,-923.098
0.735,-0.063
3.253,-0.148
-0.630,-0.160
0.451,-0.019
2.354,0.839
2.438,0.824
3.591,-0.584
-0.345,-0.016
-0.284,-0.008
-2.308,84.143
-3.121,13.954
-1.358,-1.605
-3.709,-1175.338
-2.106,46.330
3.107,0.046
3.274,-0.177
-4.939,2899.268
1.787,0.241
4.067,-0.766
3.974,-0.804
3.988,-0.800
2.556,0.749
-0.629,-0.160
2.576,0.732
4.318,-0.505
-4.411,-2544.015
4.033,-0.784
2.806,0.458
-2.132,50.828
-2.351,92.334
-4.029,-2482.636
-0.418,-0.035
-1.358,-1.605
-0.264,-0.006
0.109,-0.000
-2.246,72.042
-3.811,-1582.914
-4.846,1658.742
-2.088,43.319
-3.395,-300.365
2.948,0.263
-1.003,-0.770
1.228,-0.120
2.461,0.814
-4.504,-2004.273
-4.881,2126.642
-2.898,109.074
-1.899,18.025
0.117,-0.000
1.961,0.494
-4.106,-2725.175
4.300,-0.529
-3.650,-959.799
-0.867,-0.477
-1.535,-0.585
-4.192,-2889.237
-1.656,2.204
2.521,0.777
-0.556,-0.103
1.332,-0.111
2.694,0.603
-3.125,11.792
2.679,0.621
4.700,-0.012
3.230,-0.118
1.336,-0.111
1.862,0.348
2.261,0.816
-2.297,82.054
-4.859,1827.369
3.987,-0.801
-0.209,-0.002
-1.272,-1.510
-2.091,43.908
-4.150,-2826.204
0.725,-0.062
1.468,-0.067
1.276,-0.118
4.084,-0.755
-3.662,-1001.573
3.533,-0.515
-3.527,-587.350
-2.609,128.988
-2.326,87.727
-1.627,1.303
-4.580,-1380.534
-4.456,-2312.593
-1.525,-0.705
2.025,0.585
1.329,-0.112
3.532,-0.515
-1.862,14.420
4.506,-0.243
-1.521,-0.764
0.760,-0.067
3.818,-0.779
1.367,-0.104
-0.198,-0.002
4.609,-0.110
1.187,-0.120
-2.034,34.948
-4.754,493.222
4.885,0.124
4.088,-0.752
-1.140,-1.153
3.498,-0.471
0.641,-0.047
4.341,-0.473
-2.589,127.496
4.567,-0.162
3.741,-0.731
4.276,-0.561
-3.858,-1786.799
0.994,-0.102
4.122,-0.727
-3.743,-1306.586
-3.302,-157.886
0.985,-0.101
0.176,-0.001
-4.602,-1179.839
-0.639,-0.169
-2.341,90.483
3.941,-0.807
3.943,-0.807
-4.024,-2466.651
4.768,0.048
4.846,0.103
-1.610,0.860
-3.105,24.569
0.743,-0.064
-2.353,92.728
3.325,-0.245
2.064,0.637
-0.267,-0.006
-0.101,-0.000
-0.847,-0.441
-1.261,-1.485
0.414,-0.015
1.792,0.247
4.426,-0.354
3.495,-0.468
0.783,-0.071
-3.466,-441.867
-2.678,131.810
4.151,-0.701
-0.102,-0.000
2.575,0.732
4.968,0.159
-1.957,24.448
-4.429,-2461.861
-0.084,-0.000
3.766,-0.749
-3.336,-205.696
0.400,-0.013
1.525,-0.034
-1.335,-1.600
3.116,0.034
-2.792,126.865
-2.577,126.405
4.383,-0.415
-1.940,22.470
-1.055,-0.907
3.428,-0.382
-2.975,86.655
1.845,0.324
-2.583,126.920
-1.304,-1.568
0.215,-0.002
-4.580,-1381.734
-0.169,-0.001
-3.751,-1339.157
-4.085,-2667.534
0.230,-0.002
2.066,0.639
-1.523,-0.738
-3.577,-726.324
-2.171,57.906
2.840,0.412
-4.750,444.361
0.706,-0.058
3.195,-0.071
3.477,-0.445
-4.294,-2883.556
-4.827,1418.349
1.864,0.351
3.876,-0.801
-3.939,-2129.723
-3.720,-1216.471
-0.101,-0.000
-3.567,-696.645
4.853,0.107
-0.050,-0.000
-2.555,124.269
-3.804,-1554.503
