x,f(x)
-0.85,19.83
3.56,5.31
-3.26,44.19
4.39,6.92
-3.19,43.33
1.89,6.23
2.43,5.33
-0.79,19.37
3.68,5.46
-0.56,17.68
-0.62,18.12
0.84,9.69
4.94,8.78
-2.91,39.89
-1.63,26.46
-3.77,50.89
4.28,6.64
1.80,6.45
1.34,7.76
4.06,6.12
1.54,7.13
-3.43,46.32
-0.27,15.68
3.80,5.65
2.91,5.01
3.87,5.76
-1.14,22.12
-2.23,32.35
1.94,6.12
-4.75,65.05
-3.83,51.64
-1.03,21.28
-3.99,53.86
3.15,5.02
-1.57,25.89
2.61,5.15
3.50,5.25
-0.17,15.08
-0.74,18.96
-4.61,62.86
1.51,7.21
4.61,7.58
3.73,5.54
4.52,7.30
2.46,5.29
2.80,5.04
1.13,8.51
-1.85,28.48
0.80,9.86
-1.11,21.91
0.60,10.78
-0.10,14.63
-2.34,33.57
2.16,5.71
-3.15,42.78
2.49,5.26
2.30,5.49
4.94,8.76
4.70,7.89
0.27,12.43
3.87,5.76
2.56,5.20
1.90,6.22
-4.41,59.86
-3.90,52.64
-0.74,18.99
-0.45,16.94
1.59,6.99
0.55,10.98
-3.77,50.77
-1.95,29.51
2.88,5.02
1.16,8.40
-3.72,50.22
4.48,7.18
-4.13,55.89
3.71,5.51
4.61,7.58
4.14,6.30
2.59,5.17
-0.44,16.82
-3.08,41.97
-4.80,65.78
-4.56,62.21
1.62,6.89
3.75,5.56
0.08,13.50
-4.69,64.18
4.45,7.10
-4.99,68.92
1.67,6.77
2.42,5.34
-2.67,37.16
-0.34,16.14
-4.59,62.66
-2.80,38.64
0.92,9.34
3.44,5.19
0.65,10.52
-1.37,24.13
3.39,5.15
1.59,7.00
-4.09,55.30
-1.46,24.92
1.65,6.81
4.86,8.47
3.00,5.00
3.66,5.44
-3.05,41.64
4.23,6.51
4.56,7.44
1.36,7.70
1.57,7.04
3.79,5.63
-2.14,31.42
1.29,7.93
-4.37,59.38
2.21,5.63
-4.70,64.27
2.78,5.05
-1.84,28.42
-0.20,15.23
-1.18,22.49
-3.11,42.31
-2.82,38.89
2.50,5.25
0.83,9.73
2.88,5.02
-3.12,42.45
3.86,5.74
-0.73,18.92
1.13,8.49
-1.49,25.17
3.32,5.10
-1.95,29.51
-1.46,24.90
3.28,5.08
2.37,5.40
-3.02,41.25
-2.46,34.84
1.99,6.02
0.05,13.72
-2.65,36.96
-2.65,36.98
-3.85,51.99
-4.06,54.79
0.16,13.05
4.21,6.47
-0.36,16.30
1.80,6.45
4.19,6.42
-2.21,32.11
-1.55,25.75
2.60,5.16
-0.01,14.05
2.36,5.40
-1.89,28.93
4.19,6.43
4.37,6.87
4.90,8.62
-4.73,64.68
-2.73,37.83
-3.11,42.38
-3.17,43.05
0.06,13.63
-3.16,42.89
-3.66,49.34
2.61,5.15
0.62,10.67
2.40,5.35
0.52,11.15
-3.67,49.55
-0.13,14.77
-3.76,50.72
-3.05,41.56
-3.11,42.28
-2.84,39.12
-3.47,46.87
-4.14,55.93
3.57,5.33
4.22,6.49
-2.56,35.92
-0.93,20.46
-3.90,52.55
-4.12,55.75
0.50,11.27
0.20,12.85
-1.97,29.65
0.54,11.07
0.37,11.91
2.28,5.51
-2.60,36.31
4.74,8.02
3.40,5.16
-1.55,25.67
-3.54,47.77
-1.15,22.25
-0.98,20.84
0.37,11.94
0.80,9.83
-1.81,28.12
2.77,5.05
-3.24,43.92
-1.13,22.03
-5.00,68.97
4.38,6.89
1.53,7.17
4.69,7.86
1.76,6.55
-3.91,52.74
-3.39,45.80
0.28,12.41
-4.20,56.84
4.43,7.05
0.18,12.97
-0.63,18.15
-1.57,25.88
3.24,5.06
4.49,7.23
0.73,10.15
-0.98,20.85
-2.93,40.11
1.29,7.94
-2.52,35.45
-3.78,50.90
1.89,6.23
4.39,6.92
-1.02,21.18
3.86,5.74
4.14,6.31
0.99,9.03
2.76,5.06
-1.48,25.05
0.47,11.40
3.01,5.00
-2.62,36.62
-0.19,15.17
-2.45,34.73
-0.41,16.61
1.16,8.37
1.57,7.04
-4.27,57.88
0.22,12.74
-1.74,27.46
4.45,7.10
0.69,10.31
-4.48,60.92
0.68,10.39
-4.16,56.33
4.50,7.25
-0.65,18.29
4.48,7.18
3.16,5.03
1.09,8.63
1.50,7.25
-1.14,22.15
0.48,11.34
1.73,6.62
-4.93,67.82
-0.73,18.92
-3.68,49.61
2.44,5.32
-3.56,48.09
-0.50,17.27
2.75,5.06
-0.71,18.75
-1.61,26.28
3.22,5.05
1.93,6.15
-3.03,41.42
-0.76,19.17
2.37,5.40
-3.55,47.88
2.78,5.05
1.40,7.58
-1.59,26.03
4.17,6.37
1.50,7.26
3.17,5.03
2.52,5.23
-3.59,48.40
-4.32,58.56
-3.45,46.57
2.59,5.17
1.02,8.93
2.84,5.03
1.91,6.19
-1.97,29.74
-1.98,29.85
3.14,5.02
-2.13,31.33
-1.65,26.65
-3.79,51.04
1.03,8.89
0.82,9.74
-2.35,33.67
3.71,5.51
-0.17,15.02
3.91,5.84
-4.72,64.61
3.82,5.67
1.08,8.70
-0.19,15.20
2.39,5.37
0.68,10.38
-1.00,21.03
-4.98,68.75
-4.95,68.21
-4.31,58.45
-3.30,44.73
-3.92,52.87
-2.63,36.70
-3.58,48.24
2.22,5.61
-0.46,17.00
2.23,5.59
-4.98,68.70
1.70,6.69
-1.73,27.41
2.88,5.01
1.56,7.07
2.06,5.88
-3.40,45.95
-3.94,53.10
1.32,7.83
-2.55,35.86
-4.74,64.91
-3.76,50.69
1.56,7.07
2.07,5.87
-4.82,66.21
0.80,9.86
4.96,8.84
-2.83,38.98
-3.91,52.69
-1.77,27.76
1.69,6.71
1.20,8.23
1.86,6.29
4.86,8.45
1.72,6.64
0.49,11.30
-0.61,18.01
0.64,10.56
1.92,6.16
2.37,5.39
2.31,5.48
1.53,7.15
0.35,12.00
3.90,5.80
3.57,5.33
3.87,5.76
1.06,8.77
-2.98,40.78
3.57,5.33
-3.69,49.72
-1.26,23.18
-4.40,59.74
1.39,7.59
-4.02,54.26
1.84,6.35
0.37,11.90
-2.56,35.95
-1.34,23.82
-3.50,47.30
-4.50,61.22
-4.97,68.59
-2.81,38.75
1.30,7.90
4.49,7.21
-3.11,42.36
-1.64,26.54
4.76,8.08
3.63,5.39
0.27,12.46
-3.75,50.51
3.10,5.01
-1.46,24.88
0.79,9.88
-0.88,20.02
-4.10,55.40
2.86,5.02
0.98,9.08
-2.36,33.70
1.12,8.54
-1.43,24.63
4.06,6.13
4.73,8.00
-1.07,21.56
4.28,6.63
-2.54,35.67
1.00,9.01
-3.92,52.89
1.10,8.60
3.26,5.07
-4.72,64.58
-1.61,26.27
-4.11,55.58
4.85,8.44
-3.21,43.62
-0.60,17.96
-2.14,31.37
-0.05,14.32
3.86,5.74
-2.63,36.73
-1.84,28.41
0.19,12.90
4.62,7.62
1.10,8.61
1.04,8.83
-3.27,44.37
-3.75,50.54
-2.38,33.94
2.08,5.85
-0.74,19.00
3.17,5.03
0.99,9.02
1.23,8.12
3.33,5.11
-1.09,21.75
2.26,5.55
-1.90,28.98
-3.10,42.24
3.12,5.01
4.91,8.65
2.62,5.14
2.65,5.12
2.88,5.01
-0.92,20.40
-3.17,43.09
-3.16,42.91
-2.88,39.59
0.22,12.73
2.46,5.29
-0.93,20.42
3.91,5.83
4.96,8.85
4.68,7.83
-0.22,15.38
3.17,5.03
-2.57,36.07
4.42,7.02
4.03,6.06
1.34,7.76
4.47,7.17
0.47,11.41
0.72,10.20
0.41,11.73
-2.95,40.35
-2.10,30.97
-3.89,52.51
1.09,8.66
-1.99,29.92
1.06,8.76
-0.65,18.31
-1.36,24.01
3.64,5.41
-2.14,31.46
-4.35,58.96
0.35,12.00
-2.36,33.75
-2.89,39.65
-0.54,17.51
-4.22,57.08
1.02,8.93
2.17,5.69
-3.79,51.11
4.25,6.57
1.08,8.69
2.05,5.90
-3.88,52.40
-0.61,18.00
-4.27,57.88
-3.75,50.62
-2.32,33.32
-2.92,40.08
-3.18,43.17
0.22,12.71
1.66,6.79
1.43,7.47
-2.25,32.54
-3.22,43.70
-1.38,24.19
3.38,5.14
-4.08,55.15
2.46,5.29
4.28,6.63
-2.40,34.21
0.36,11.98
-0.66,18.36
-2.48,35.01
-3.42,46.19
-1.55,25.68
-0.06,14.36
-4.92,67.80
-4.75,65.06
3.31,5.09
-3.15,42.85
-4.52,61.62
-4.71,64.52
-4.82,66.20
-0.36,16.26
2.54,5.21
-3.69,49.78
-3.82,51.51
-1.59,26.03
-4.91,67.58
-0.00,14.02
-2.66,36.99
-2.81,38.79
-4.69,64.10
4.08,6.17
1.09,8.63
0.78,9.92
3.07,5.00
-4.54,61.90
0.23,12.69
-4.59,62.62
-3.01,41.14
-4.48,61.00
-3.47,46.85
-3.21,43.61
-3.69,49.79
-3.73,50.34
-1.65,26.65
-0.49,17.15
-0.87,20.01
2.76,5.06
-3.42,46.24
-2.03,30.29
3.91,5.83
-3.99,53.90
2.90,5.01
2.07,5.86
0.99,9.04
0.52,11.15
2.32,5.47
0.94,9.24
-0.01,14.07
2.55,5.20
4.44,7.07
3.71,5.51
-2.75,38.02
-1.89,28.95
4.62,7.61
-0.51,17.33
4.64,7.69
4.76,8.11
-3.80,51.25
-2.16,31.63
-2.77,38.26
-2.29,33.00
0.10,13.42
-2.91,39.94
3.00,5.00
-1.74,27.46
-3.73,50.35
0.17,13.00
1.83,6.37
2.73,5.07
4.53,7.33
-3.18,43.25
4.73,7.99
0.48,11.33
-1.10,21.84
-3.57,48.13
-3.22,43.63
2.72,5.08
0.38,11.88
-1.74,27.43
-1.21,22.69
-2.30,33.04
-1.87,28.71
4.02,6.04
3.38,5.14
3.80,5.64
-2.15,31.57
3.55,5.30
1.02,8.93
-0.78,19.29
-0.84,19.78
-4.04,54.61
0.24,12.59
-3.99,53.87
1.06,8.75
-3.08,41.96
4.18,6.38
-3.60,48.55
-4.58,62.43
-2.02,30.17
2.37,5.40
1.62,6.90
3.76,5.58
-4.87,66.91
3.07,5.01
-3.20,43.49
2.05,5.91
2.04,5.92
-4.04,54.53
0.73,10.17
1.16,8.40
-1.96,29.58
-0.51,17.30
-4.00,54.07
-1.51,25.37
2.05,5.89
0.33,12.14
3.15,5.02
-2.72,37.70
1.60,6.95
4.37,6.87
2.43,5.32
-3.99,53.84
0.24,12.61
0.32,12.19
-1.93,29.33
-0.40,16.58
-2.25,32.52
-2.92,40.10
2.83,5.03
-2.04,30.43
4.87,8.49
-4.44,60.28
-4.65,63.58
-4.96,68.35
-1.68,26.91
4.26,6.59
-1.51,25.30
3.30,5.09
2.67,5.11
-4.91,67.61
4.95,8.81
4.35,6.81
2.45,5.30
3.02,5.00
-4.87,66.94
-3.48,47.05
1.86,6.29
-1.58,26.01
3.47,5.22
3.86,5.74
-0.28,15.74
-4.16,56.21
1.39,7.60
-0.69,18.64
3.94,5.88
-3.13,42.63
-0.90,20.22
-3.37,45.63
3.42,5.18
-2.72,37.72
3.84,5.70
2.10,5.81
-4.80,65.78
1.09,8.64
-0.83,19.69
-3.03,41.37
1.10,8.63
4.54,7.39
-1.44,24.72
-4.08,55.11
1.28,7.95
3.57,5.32
-3.52,47.53
-4.62,63.02
1.99,6.03
-2.88,39.61
2.06,5.89
-2.42,34.37
0.44,11.56
-2.91,39.98
3.55,5.31
2.93,5.01
3.32,5.10
2.61,5.16
-3.33,45.11
3.74,5.55
4.03,6.07
2.99,5.00
-3.84,51.76
-3.07,41.84
0.15,13.11
-1.19,22.54
-1.82,28.28
1.83,6.36
4.94,8.77
-4.85,66.64
0.08,13.54
2.24,5.57
-4.32,58.64
4.35,6.83
-4.15,56.12
-1.70,27.04
-2.74,37.93
-1.54,25.65
-2.46,34.83
4.79,8.22
1.76,6.54
2.74,5.07
-2.45,34.66
-2.69,37.39
3.09,5.01
2.84,5.03
2.33,5.45
-3.30,44.65
1.59,7.00
-2.70,37.49
-4.85,66.60
-4.79,65.67
4.75,8.05
-3.47,46.83
4.92,8.70
4.74,8.04
-0.86,19.92
-3.23,43.82
-2.09,30.92
-0.98,20.80
3.22,5.05
4.65,7.73
1.70,6.69
-3.64,49.06
2.44,5.31
4.06,6.11
4.07,6.13
-0.77,19.22
-3.84,51.81
1.79,6.47
4.55,7.39
0.04,13.76
0.29,12.33
2.92,5.01
3.29,5.09
-0.00,14.03
1.30,7.89
-0.31,15.98
-0.04,14.26
-0.73,18.95
4.39,6.93
0.07,13.56
-4.78,65.52
2.33,5.45
3.52,5.27
3.66,5.44
-1.08,21.61
1.85,6.33
1.57,7.05
2.45,5.30
1.72,6.63
-1.88,28.80
-3.55,47.93
3.93,5.86
1.67,6.77
-1.16,22.28
3.12,5.02
2.20,5.63
3.19,5.04
-4.34,58.94
1.92,6.16
0.38,11.87
3.61,5.38
-0.13,14.82
0.83,9.70
4.14,6.29
1.44,7.44
-0.48,17.14
3.09,5.01
2.07,5.87
1.53,7.17
4.01,6.02
1.72,6.63
3.07,5.01
4.46,7.13
0.47,11.40
-0.50,17.27
4.93,8.71
1.35,7.73
-1.84,28.47
-3.82,51.49
0.98,9.07
0.78,9.94
3.28,5.08
4.97,8.89
3.90,5.82
1.55,7.10
-3.05,41.62
-3.54,47.81
-3.71,50.06
3.47,5.22
3.01,5.00
1.64,6.85
-1.86,28.65
-1.44,24.69
1.14,8.46
-4.87,66.93
0.19,12.91
-3.29,44.52
2.73,5.07
-4.12,55.72
0.31,12.23
3.17,5.03
3.62,5.38
-4.38,59.42
-2.55,35.84
-0.13,14.77
-1.70,27.05
4.51,7.29
3.80,5.65
-0.71,18.76
4.83,8.34
-0.68,18.52
1.45,7.40
-2.99,40.91
-1.95,29.53
2.13,5.75
3.79,5.62
-0.81,19.48
1.91,6.19
-3.62,48.84
-4.01,54.17
1.84,6.34
-2.04,30.44
2.77,5.05
0.89,9.45
1.45,7.40
-1.79,27.96
-0.25,15.55
-1.41,24.42
0.99,9.05
-4.60,62.79
1.84,6.34
-1.44,24.69
0.69,10.35
2.54,5.21
4.59,7.53
2.85,5.02
0.57,10.88
-3.17,43.13
-3.42,46.16
-2.21,32.13
0.52,11.14
-0.14,14.88
-2.52,35.46
-0.49,17.15
3.98,5.96
-2.51,35.35
-4.09,55.33
-4.73,64.70
3.66,5.44
-2.37,33.80
2.68,5.10
-1.07,21.57
0.90,9.43
3.70,5.49
2.88,5.01
3.69,5.48
-4.42,60.00
4.73,8.00
4.87,8.52
-0.55,17.61
0.36,11.99
0.57,10.88
-4.22,57.12
-4.77,65.43
0.74,10.12
1.96,6.07
0.51,11.20
-0.57,17.76
3.00,5.00
0.88,9.48
-4.11,55.57
1.95,6.09
2.76,5.06
-3.84,51.79
2.34,5.43
2.55,5.20
0.22,12.76
2.88,5.01
3.00,5.00
-0.79,19.34
2.60,5.16
1.94,6.12
4.21,6.46
-1.07,21.58
0.34,12.06
-2.25,32.58
1.88,6.24
0.63,10.61
1.03,8.87
-1.97,29.68
-4.42,60.00
-3.19,43.30
4.71,7.94
-0.47,17.03
-4.52,61.62
-4.09,55.32
4.44,7.07
-2.73,37.84
-1.92,29.19
2.36,5.41
-1.38,24.15
3.22,5.05
3.25,5.06
4.99,8.98
-4.56,62.18
2.18,5.67
-1.66,26.68
-2.73,37.82
-4.99,68.88
-1.15,22.24
-4.51,61.37
4.82,8.31
2.15,5.72
0.28,12.38
4.49,7.23
-3.25,44.10
0.96,9.16
2.21,5.62
-3.23,43.82
-2.83,39.03
2.66,5.12
-4.05,54.71
-4.33,58.66
2.58,5.18
-0.16,14.97
-4.84,66.48
4.55,7.40
-1.15,22.26
3.53,5.29
-1.98,29.82
-3.26,44.14
-1.19,22.56
4.14,6.30
1.00,8.99
1.15,8.44
-2.18,31.88
3.97,5.93
4.98,8.92
2.71,5.08
-0.15,14.95
-3.23,43.84
3.02,5.00
-0.11,14.65
1.35,7.72
-0.69,18.63
1.95,6.11
-0.02,14.13
3.35,5.12
1.04,8.83
-3.43,46.33
-1.15,22.23
4.92,8.67
0.61,10.71
-3.83,51.61
3.95,5.90
2.85,5.02
1.99,6.02
-2.13,31.28
-2.17,31.69
2.86,5.02
-0.98,20.84
0.42,11.68
-4.91,67.54
-2.53,35.58
4.18,6.40
4.86,8.45
-2.84,39.16
4.59,7.52
-3.49,47.17
-4.16,56.21
-1.98,29.79
-1.46,24.90
3.85,5.72
-1.80,28.08
-1.19,22.57
2.30,5.49
-3.15,42.80
-1.21,22.72
0.65,10.52
-4.36,59.17
-4.63,63.19
2.98,5.00
3.49,5.24
-1.01,21.08
3.37,5.14
-1.91,29.07
3.01,5.00
-3.16,42.96
4.94,8.78
4.03,6.06
-0.78,19.28
-2.21,32.12
2.30,5.49
2.28,5.52
-2.19,31.98
0.54,11.07
-3.46,46.79
0.40,11.77
-0.02,14.13
-3.69,49.77
3.23,5.05
-1.64,26.54
-2.76,38.19
-1.17,22.39
-2.13,31.27
-2.99,40.84
-4.98,68.72
2.08,5.85
0.72,10.20
-3.53,47.67
3.23,5.05
4.74,8.02
-3.35,45.31
4.02,6.05
2.34,5.44
-2.21,32.11
3.27,5.07
-2.85,39.17
0.58,10.87
-1.80,28.02
-0.38,16.41
-3.18,43.13
2.03,5.93
-2.57,36.01
-1.19,22.55
0.52,11.13
-4.93,67.85
-1.77,27.80
-0.18,15.10
2.27,5.54
-2.09,30.89
-3.13,42.53
-1.90,28.98
-0.97,20.80
1.27,7.98
1.04,8.83
-0.43,16.76
-0.91,20.31
-1.90,29.02
-4.78,65.59
-0.10,14.60
-1.87,28.68
-3.14,42.66
-3.29,44.59
-0.52,17.40
3.03,5.00
-1.92,29.23
-4.65,63.55
4.45,7.11
1.68,6.73
3.26,5.07
-1.04,21.36
-3.86,52.01
-0.29,15.84
1.89,6.24
4.97,8.86
4.19,6.42
1.11,8.59
4.51,7.29
-4.23,57.31
3.72,5.52
0.66,10.47
-0.17,15.05
1.64,6.86
3.13,5.02
0.34,12.06
-0.98,20.83
0.48,11.37
-2.91,39.87
0.68,10.40
3.54,5.29
-1.95,29.50
-1.17,22.35
0.68,10.39
1.25,8.06
-4.18,56.53
-3.21,43.52
-3.17,43.08
1.66,6.80
-3.90,52.55
3.48,5.23
2.25,5.56
2.89,5.01
-4.17,56.36
-1.59,26.05
2.29,5.50
2.03,5.93
0.92,9.33
2.91,5.01
1.52,7.18
-4.40,59.75
2.91,5.01
1.67,6.76
0.37,11.93
-1.32,23.69
-1.53,25.53
-4.85,66.70
-3.58,48.35
-0.08,14.46
0.02,13.90
-3.13,42.60
-3.16,42.91
4.33,6.78
2.90,5.01
2.29,5.50
3.44,5.19
-2.64,36.79
0.31,12.24
-1.17,22.38
1.05,8.81
2.02,5.97
2.26,5.55
2.27,5.53
3.52,5.27
-4.73,64.76
-0.83,19.68
1.20,8.25
-1.25,23.08
1.26,8.04
3.59,5.35
-0.61,18.03
-4.24,57.37
-3.41,46.09
-4.07,54.92
-3.92,52.91
2.30,5.49
-2.54,35.74
1.34,7.76
-4.94,68.05
1.03,8.86
-0.99,20.95
-4.71,64.49
-3.10,42.17
-3.89,52.47
-4.87,67.01
4.79,8.19
2.78,5.05
-0.57,17.73
0.59,10.79
0.61,10.71
4.58,7.50
-2.11,31.10
-1.67,26.78
3.55,5.30
3.68,5.47
-1.44,24.73
1.53,7.16
4.27,6.61
-0.29,15.82
-1.26,23.15
4.19,6.42
2.00,6.00
1.69,6.72
1.79,6.47
3.94,5.88
2.13,5.76
-4.00,53.99
-2.47,34.94
-2.30,33.05
-3.64,49.08
-0.36,16.27
-1.71,27.22
4.43,7.05
2.25,5.56
2.64,5.13
-2.38,33.95
-1.22,22.80
0.58,10.88
0.42,11.63
-0.95,20.58
-3.55,47.95
0.13,13.25
-4.26,57.64
-3.57,48.22
4.76,8.09
-0.38,16.45
-0.53,17.49
-4.26,57.74
1.89,6.24
-4.70,64.33
1.69,6.70
0.81,9.82
4.22,6.50
1.31,7.85
-2.39,34.01
1.50,7.26
4.23,6.51
-3.19,43.27
-2.62,36.54
3.81,5.65
0.49,11.29
0.37,11.93
-4.21,57.02
-4.36,59.15
-2.45,34.68
-2.63,36.75
-4.75,65.03
0.79,9.90
-4.47,60.83
0.71,10.24
-4.62,63.09
-3.68,49.62
-1.31,23.55
-1.53,25.48
3.18,5.03
-4.64,63.33
-2.35,33.64
4.76,8.09
0.83,9.69
-1.96,29.65
1.96,6.08
1.64,6.84
1.99,6.02
-1.72,27.29
-1.18,22.43
0.78,9.93
3.37,5.14
3.20,5.04
-1.41,24.42
2.84,5.03
-4.25,57.60
4.63,7.65
-0.10,14.60
1.97,6.05
-2.73,37.82
-0.45,16.89
-4.55,62.00
0.18,12.98
2.52,5.23
-2.53,35.62
4.56,7.42
3.38,5.15
2.69,5.09
-2.42,34.34
0.06,13.65
-2.77,38.27
-4.14,55.93
-1.66,26.71
-4.69,64.16
-4.71,64.50
1.45,7.40
4.90,8.61
1.56,7.06
-3.19,43.34
-0.37,16.37
-2.30,33.14
-2.57,36.06
4.20,6.44
4.71,7.92
-3.40,45.98
-0.35,16.25
2.58,5.18
1.39,7.58
0.72,10.19
-0.99,20.88
-4.86,66.78
4.03,6.06
3.55,5.30
-4.01,54.09
-1.53,25.51
2.13,5.76
-3.40,45.91
-1.87,28.76
1.23,8.15
-0.27,15.71
2.75,5.06
-4.61,62.86
-1.80,28.07
2.35,5.42
1.71,6.67
0.22,12.73
-0.67,18.48
2.97,5.00
-3.41,46.11
-4.00,53.94
-0.23,15.43
-2.60,36.35
-0.30,15.88
1.78,6.49
2.84,5.02
0.57,10.91
0.23,12.70
0.89,9.45
2.44,5.31
-2.89,39.68
4.12,6.26
-1.60,26.16
-4.77,65.31
3.92,5.85
-1.17,22.42
-4.62,63.02
-4.10,55.43
-2.50,35.25
1.39,7.58
-1.81,28.14
0.49,11.28
-3.97,53.60
-1.02,21.12
-2.66,37.01
4.14,6.30
4.72,7.97
4.81,8.26
3.78,5.62
-0.86,19.91
3.02,5.00
1.02,8.91
-0.11,14.70
-1.13,22.04
3.95,5.90
2.46,5.29
-1.19,22.55
0.88,9.49
-0.79,19.37
1.45,7.39
-1.34,23.87
-0.13,14.82
-1.61,26.29
4.68,7.83
-2.90,39.82
-2.40,34.14
-3.00,40.96
-2.64,36.75
-1.80,28.04
2.09,5.83
-3.87,52.19
-1.05,21.43
-4.51,61.33
2.77,5.05
-4.26,57.77
-3.02,41.29
4.52,7.32
2.04,5.92
-4.96,68.34
2.76,5.06
3.56,5.31
-4.08,55.18
-4.23,57.31
3.12,5.02
3.41,5.17
-1.81,28.09
-1.66,26.76
-2.44,34.64
-4.01,54.15
3.34,5.12
-3.13,42.63
-1.06,21.47
-3.48,46.99
2.83,5.03
-3.90,52.60
-0.89,20.16
-3.89,52.43
-1.37,24.13
2.28,5.52
-2.50,35.29
-0.04,14.26
-4.71,64.48
0.42,11.64
2.43,5.32
1.20,8.25
-0.86,19.92
2.47,5.29
-0.39,16.50
2.20,5.64
-1.13,22.02
4.31,6.72
1.75,6.57
2.98,5.00
-2.88,39.57
4.89,8.57
-3.34,45.17
1.15,8.41
-3.57,48.17
-2.87,39.45
-1.58,25.99
-0.81,19.54
-3.46,46.67
-1.11,21.92
-2.38,33.97
2.23,5.60
1.85,6.33
1.74,6.58
2.50,5.25
4.39,6.92
-0.71,18.73
-3.01,41.08
2.02,5.97
2.14,5.73
-2.52,35.44
1.01,8.96
-4.25,57.51
0.97,9.11
-3.12,42.42
-3.29,44.60
3.21,5.04
-4.54,61.85
-0.18,15.11
3.92,5.85
-3.21,43.58
3.62,5.39
-3.72,50.12
-0.88,20.05
-1.39,24.30
3.41,5.17
-1.74,27.43
3.99,5.98
1.21,8.20
3.04,5.00
1.04,8.85
3.37,5.14
-3.86,52.06
-2.89,39.65
4.46,7.14
-4.90,67.37
2.38,5.39
-2.70,37.49
1.26,8.02
-1.63,26.42
-1.23,22.86
-0.22,15.38
2.03,5.95
2.59,5.17
0.69,10.32
1.63,6.88
-1.32,23.68
-4.29,58.12
1.27,8.00
4.87,8.51
-0.96,20.65
-0.37,16.36
2.04,5.92
-0.08,14.50
-4.68,63.96
0.26,12.51
-4.03,54.46
-0.06,14.37
-1.75,27.55
1.74,6.60
-1.75,27.54
3.80,5.64
-2.96,40.55
-2.67,37.17
-3.13,42.52
-1.96,29.61
2.27,5.53
4.49,7.23
-4.78,65.59
-2.35,33.65
-4.59,62.56
-2.09,30.89
3.77,5.60
1.46,7.39
3.77,5.59
2.25,5.56
-3.42,46.25
0.22,12.73
4.27,6.61
-4.11,55.55
0.64,10.55
4.68,7.83
2.94,5.00
-2.03,30.27
3.56,5.32
-3.60,48.59
-0.64,18.26
3.69,5.47
-4.86,66.84
-3.70,49.86
-2.81,38.75
-3.07,41.81
3.92,5.84
4.72,7.97
2.37,5.39
-4.71,64.41
-1.64,26.50
1.80,6.44
0.41,11.73
-0.56,17.68
-4.51,61.47
-0.87,19.98
2.93,5.00
-1.86,28.66
-3.24,43.88
1.90,6.22
1.68,6.75
0.31,12.26
2.43,5.32
-4.35,59.07
4.68,7.81
-2.30,33.07
0.30,12.28
3.47,5.22
-4.12,55.68
-4.74,64.85
4.61,7.58
-2.57,36.05
4.03,6.06
1.38,7.61
3.74,5.55
2.64,5.13
1.00,8.99
-3.03,41.31
3.04,5.00
3.89,5.80
2.92,5.01
0.49,11.30
0.30,12.31
2.06,5.89
-0.45,16.93
-4.11,55.54
-2.83,38.97
2.34,5.44
-1.13,22.04
1.86,6.29
-0.66,18.41
-3.01,41.07
3.97,5.94
3.62,5.39
1.65,6.83
2.78,5.05
-1.14,22.12
3.05,5.00
2.52,5.23
-2.66,36.99
-1.52,25.45
-0.98,20.84
3.41,5.16
-0.55,17.63
-4.69,64.15
-2.55,35.76
4.99,8.98
5.00,8.98
2.11,5.80
-0.34,16.18
1.86,6.31
4.62,7.62
-4.47,60.81
-1.53,25.48
0.98,9.09
-1.24,22.94
0.42,11.68
3.93,5.87
-2.18,31.85
3.24,5.06
-1.81,28.10
3.98,5.97
-4.47,60.85
1.37,7.66
-4.26,57.77
1.45,7.39
-0.88,20.03
-0.93,20.45
2.95,5.00
-4.84,66.39
-3.37,45.53
-4.42,60.08
-1.68,26.87
1.93,6.13
3.45,5.20
-4.30,58.32
1.81,6.43
-3.87,52.16
4.52,7.30
-0.93,20.42
3.30,5.09
-4.73,64.83
1.35,7.71
-1.74,27.45
3.50,5.25
3.26,5.07
-2.69,37.41
0.08,13.50
0.79,9.88
-2.03,30.30
-4.94,68.08
4.17,6.36
4.36,6.86
-4.29,58.15
4.89,8.59
-1.59,26.11
-0.92,20.40
3.76,5.57
0.94,9.26
3.65,5.42
1.88,6.26
1.02,8.94
-4.78,65.58
-1.17,22.41
3.25,5.06
-1.68,26.90
-3.73,50.31
3.47,5.22
-0.40,16.59
2.31,5.48
-0.29,15.80
-3.42,46.26
4.14,6.30
1.15,8.43
3.23,5.05
-0.37,16.36
4.50,7.24
-4.01,54.16
-2.76,38.23
-3.18,43.19
4.99,8.98
-0.54,17.50
-4.36,59.10
-2.70,37.48
0.40,11.78
1.36,7.69
-1.86,28.65
2.82,5.03
-4.29,58.13
2.04,5.93
-3.50,47.28
-1.05,21.41
3.62,5.39
-3.82,51.45
2.84,5.03
-0.23,15.41
-2.93,40.21
3.07,5.00
-3.28,44.39
3.84,5.70
-0.47,17.05
4.55,7.40
1.60,6.97
3.99,5.97
-0.21,15.28
-1.20,22.61
-1.72,27.30
4.82,8.30
0.97,9.13
-3.97,53.53
4.75,8.06
-0.67,18.45
-4.10,55.37
2.11,5.80
-3.01,41.14
0.66,10.47
2.43,5.33
-2.38,33.92
-4.83,66.24
-4.32,58.54
2.12,5.77
2.68,5.10
3.21,5.04
4.82,8.31
