x1,x2,x3,f(x1,x2,x3)
9756496,2939476,9.3,22.14,,
9493957,2264362,9.4,16.24,,
4076228,657990,9.14,2.14,,
7936758,8131539,9.58,46.94,,
4669420,1518625,1.7,164.04,,
3666304,3233214,3.63,60.16,,
7808774,3876438,3.54,160.79,,
7132711,4857283,6.94,47.98,,
9179979,37984,7.29,0.44,,
2432536,4914632,5.92,22.75,,
3895677,7736886,6.6,46.12,,
3994503,5470890,3.96,92.99,,
9942050,8865484,8.92,73.85,,
2316989,2846915,8.64,5.9,,
2051150,6437592,3.06,94.05,,
8894711,7832174,6.23,119.88,,
1906241,1919120,4.04,14.94,,
8059022,9442489,2.48,828.49,,
4571949,4711966,6.21,37.34,,
1337629,4137764,8.05,5.7,,
806539,4490874,2.05,57.76,,
6054751,8038600,4.15,188.39,,
9019302,621577,6,10.4,,
5817679,7913887,2.95,352.9,,
8324517,3457579,8.83,24.62,,
1872387,5840796,3.39,63.35,,
2490928,226932,7.24,0.72,,
2216298,5326713,2.1,178.83,,
3252893,8223070,3.74,127.48,,
5933876,2662369,2,264.69,,
6409213,3617198,6.3,38.92,,
9800830,2875935,5.99,52.48,,
7206650,3148365,5.51,49.81,,
2018209,8837814,0.39,7658.31,,
1719603,9864375,6.35,28.05,,
3839281,8674876,7.05,44.67,,
623466,8066049,8.28,4.9,,
7083928,1782564,2.57,127.28,,
7634607,8129504,8.02,64.44,,
3382886,2344900,9.43,5.95,,
6287123,3248296,5.26,49.2,,
3376195,990861,2.44,37.49,,
648710,1838415,2.4,13.77,,
2599867,8010684,2.54,214.76,,
1581980,2417129,3.3,23.46,,
7277117,4391157,6.65,48.28,,
3598690,4919203,2.75,155.83,,
758651,5508920,4.68,12.73,,
8121410,9208551,2.19,1038.59,,
9991440,467700,8.04,4.83,,
4033294,8111463,2.68,303.38,,
3760642,7670083,9.66,20.64,,
166886,534287,8.63,0.08,,
8021893,6316578,5.14,128.13,,
6815057,331443,6.35,3.74,,
4221412,143862,0.55,134.73,,
1260357,3835544,5.93,9.16,,
6154948,5577424,3.58,179.06,,
7398252,5852019,5.09,111.47,,
4878324,6248733,7.49,36.24,,
2183567,5845811,9.2,10.07,,
5622156,7134628,7.88,43.1,,
3622158,6177911,6,41.52,,
5176040,9033013,9.83,32.27,,
2344978,8338505,2.29,248.98,,
1656836,2667656,7.62,5.08,,
3194403,5101107,2.53,170.16,,
1195518,5993457,0.77,805.46,,
8673143,9712340,5.59,179.6,,
8574988,2320342,8.45,18.58,,
2195763,2700241,2.81,50.06,,
8577399,3067098,2.41,302.71,,
297604,2327746,6.56,1.07,,
2470779,7792600,8.06,19.78,,
6008326,4176095,7.58,29.14,,
3393168,6111259,2.4,240.8,,
5944164,4399010,1.25,1125.2,,
9042220,6325939,6.95,79.03,,
6816046,8482533,6.78,83.83,,
3099235,2764284,1.94,151.94,,
7133265,7242510,9.15,41.19,,
4158835,330110,3.73,6.58,,
4565467,5083163,0.72,2980.64,,
5243480,477297,6,4.64,,
7381412,8704760,1.55,1779.78,,
892950,4227695,4.87,10.61,,
5722297,7526784,7.03,58.14,,
9484133,9773895,1.04,5733.87,,
1732684,3471464,3.32,36.41,,
9083386,6762434,1.12,3270.39,,
4706626,9349159,1.3,1735.32,,
3983733,2235901,8.06,9.14,,
7243262,5374458,4.61,122.31,,
1493999,6668822,5.1,25.59,,
9793610,8072203,9.59,57.32,,
5023838,8475166,0.07,609049.88,,
8692573,7917027,9.37,52.36,,
2875681,5390331,1.69,362.9,,
2066352,1673647,8.13,3.49,,
6623824,5917140,7.52,46.27,,
3755898,3870751,0.96,1056.53,,
5032982,666413,0.85,307.58,,
5094153,3871218,0.21,31177.25,,
2335401,1657447,3.9,16.97,,
6443783,3084704,1.83,395.8,,
7630664,5093405,8.75,33.89,,
2699874,5616227,0.54,3461.71,,
7098122,3380455,1.36,862.85,,
9319772,1400240,4.02,53.87,,
3474191,1571370,9.91,3.71,,
3364368,418668,6.62,2.15,,
8364588,1325235,8.47,10.31,,
4261030,8018806,5.98,63.83,,
8028341,1375783,8.95,9.19,,
2400375,8717111,0.2,35449.95,,
1062435,1930950,6.02,3.77,,
2244330,2877839,8.77,5.6,,
2787609,5389255,3.89,66.11,,
9507247,7667065,0.2,118797.39,,
3587581,1841897,2.23,88.86,,
7022815,3824255,1.21,1220.46,,
5732684,3917160,5.02,59.38,,
5644864,5627390,0.81,3257.14,,
6409492,7935512,5.28,121.62,,
5817891,1347062,6.68,11.73,,
6425895,2710701,5.61,36.92,,
7607284,6317060,7.63,55.07,,
292788,5687344,9.33,1.28,,
1008796,8260629,4.36,29.29,,
4533804,5956448,9.52,19.88,,
8205144,9312427,1.41,2549.34,,
1713569,7073746,8.79,10.46,,
2283184,7810259,9.66,12.75,,
5444413,8207249,7.26,56.62,,
7782911,6343828,6.98,67.7,,
2195692,7831895,6.79,24.9,,
3666108,6760948,0.11,130387.78,,
445750,6905288,0.56,646.3,,
1937327,8548791,9.84,11.41,,
1829999,2800716,6.43,8.28,,
7588582,5584913,5.52,92.67,,
9148509,7214958,2.31,823.98,,
442556,6882425,6.41,4.94,,
8164385,7536062,0.36,31946.66,,
2140394,6639228,9.67,10.13,,
2263453,7779817,3.87,78.6,,
2456217,6780684,8.38,15.82,,
2403734,9803160,1.98,399.77,,
6705141,7902974,8.4,50.07,,
5059248,7994015,4.83,115.6,,
1733176,6177965,9.77,7.48,,
6800484,1383020,2.83,78.2,,
7620505,1888626,9.01,11.82,,
4338334,4136462,6.21,31.08,,
663577,695342,9.04,0.38,,
4294334,3533837,1.4,515.16,,
5709958,7266322,3.31,252.48,,
9443232,2467530,3.76,109.87,,
5810680,5771461,6.94,46.43,,
1424523,9317497,7.94,14.06,,
1910469,971953,3.29,11.44,,
267965,1689609,5.01,1.2,,
9196732,5516854,7.59,58.75,,
8797857,5650400,3.2,323.48,,
6306172,2546264,0.17,36818.6,,
8734180,5075358,4.92,122.08,,
1792716,7485145,1.84,263.59,,
9276849,1454999,8.86,11.48,,
4169215,5958834,6.95,34.3,,
1956411,2478283,7.88,5.21,,
8712592,3035881,3.97,112.13,,
1222401,1665565,3.38,11.87,,
721161,2662565,0.91,155.26,,
6630750,3926729,3.6,134.28,,
8711482,2759243,8.16,24.07,,
8626710,7538102,2.42,742.77,,
8371296,7980609,9.91,45.4,,
2464705,2459134,7.12,7.98,,
4862205,5558627,4.84,76.92,,
278610,6105114,0.15,4828.99,,
9197355,3355074,4.71,92.98,,
6090275,99778,3.32,3.67,,
5998510,4043856,9.06,19.73,,
3133058,386914,5.5,2.68,,
5063643,2031492,8.75,8.98,,
8797746,4170011,5.42,83.43,,
5414789,1057026,6.84,8.16,,
9984556,1376867,3.03,99.6,,
3853815,4425968,2.85,140.15,,
8433444,3869200,4.38,113.42,,
5121892,8414190,3.39,249.72,,
380881,3094598,2.05,18.74,,
1419714,1239908,9.64,1.26,,
1471445,8456857,3.78,58.18,,
1355072,1408797,2.61,18.73,,
4475953,8639531,0.79,4128.01,,
1225171,3491034,1.73,95.39,,
9470889,3660034,8.51,31.94,,
9709920,8440045,8.04,84.63,,
1976514,7109728,7.89,15.06,,
7352764,3853771,3.37,166.72,,
6286997,9694470,7.26,77.07,,
7030691,2783185,5.82,38.59,,
3320927,5722433,0.6,3476.56,,
9487598,7825495,2.05,1184.66,,
6404092,326694,3.87,9.3,,
6053072,7391002,9.39,33.86,,
8752654,7286879,0.58,12675.1,,
5460363,9369680,8.05,52.74,,
2438545,9547674,2.61,228.24,,
5097364,189943,7.8,1.06,,
7665603,9115411,8.74,60.98,,
2794538,4370425,2.05,194.24,,
5492795,3259379,6.48,28.43,,
5064021,9298186,3.55,248.91,,
5900349,7395865,4.88,122.35,,
5854612,6832470,1.16,1967.29,,
9077100,1052072,4.39,33.12,,
8109882,26235,6.7,0.32,,
8642947,9122816,4.96,213.66,,
3709249,3906558,3.45,81.41,,
7645871,2512557,2.1,291.24,,
4275323,8081963,3.48,190.74,,
8327120,8863244,1.92,1332.07,,
4069803,5735699,5.78,46.59,,
4574721,7829017,2.75,315.62,,
9053975,1079674,9.51,7.21,,
2865105,5934134,3.53,91.13,,
583949,2148612,5.6,2.67,,
5767572,8445499,4.61,153.15,,
1772870,7731266,1.44,442.15,,
3172183,4219069,5.67,27.79,,
7977303,9589852,6.34,127.08,,
3663112,952966,3.84,15.8,,
1823144,6018205,1.09,611.94,,
5810544,2991078,2.78,150.39,,
6688466,1858496,2.95,95.56,,
9486450,6433667,9.66,43.68,,
3989422,1131194,1.54,126.94,,
6209299,9549944,2.79,508.04,,
4471308,346077,8.74,1.35,,
7474307,611588,6.76,6.67,,
4667310,7311389,9.31,26.26,,
896487,2073209,2.54,19.27,,
4710440,1722284,3.54,43.25,,
9915279,5232629,9.78,36.19,,
5603716,4038525,1.16,1131.41,,
1381272,106365,0.18,298.72,,
199019,9516488,4.32,6.76,,
2263449,3628104,8.64,7.34,,
4904954,9081336,8.02,46.23,,
4329975,6599708,2.41,329.52,,
2500344,6245535,2.13,230.68,,
9902405,8696958,2.73,772.08,,
9701437,1439394,0.13,58977.78,,
3544584,2615537,7.56,10.82,,
7680164,9953188,5.04,200.43,,
3627095,9249646,6.89,47.14,,
5798668,8194416,2.92,372.11,,
7034239,9610348,6.85,96.15,,
2290704,5165048,7.95,12.5,,
9556881,2567958,4.19,93.47,,
9599393,7516538,6.85,102.66,,
5744131,1813046,4.67,31.92,,
2929210,6331949,5.46,41.47,,
3713450,8645466,7.34,39.78,,
744462,1316803,9.5,0.72,,
4441103,6790784,5.98,56.25,,
7599522,1188800,7.5,10.72,,
9847281,3993069,9.12,31.57,,
3877945,9145331,6.08,64.12,,
9528148,1572499,6.13,26.57,,
3705629,1032093,7.73,4.28,,
4956711,6816237,9.32,25.96,,
7283858,438263,0.08,34252.65,,
7314905,5785363,7.15,55.24,,
3770526,5494177,1.25,881.68,,
371517,6733227,1.29,99.85,,
9752823,7357552,1.06,4226.54,,
6488872,8567337,4.51,182.39,,
7136268,7271173,7.25,65.82,,
910272,5014421,8.91,3.83,,
2267756,376765,5.31,2.02,,
5885300,681220,9.7,2.84,,
8001544,1401094,0.74,1351.39,,
6792704,1455629,2.2,136.76,,
3146916,8789014,8.28,26.91,,
3064203,7425152,8.88,19.25,,
1200448,1660848,1.29,79.88,,
9383909,643367,6.7,8.98,,
1069643,7738501,3.38,48.33,,
9155502,2588336,2.93,184.16,,
8742674,4774849,3.77,196.31,,
8509408,5065624,3.1,298.62,,
3161547,5753742,7.01,24.73,,
6815529,1301277,1.88,167.62,,
2764626,8077959,0.43,7986.98,,
915687,8525626,4.65,24.12,,
2061257,8073257,6.13,29.6,,
3142689,168244,0.05,14472.23,,
7784247,8932458,1.53,1985.34,,
7415281,5844177,0.49,12076.09,,
5280131,2349647,6.77,18.05,,
3536827,7552613,4.14,103.99,,
5963756,9329026,9.73,39.24,,
5158735,5839102,5.72,61.5,,
9446571,4693888,4.79,128.84,,
7399169,818724,7.39,7.41,,
8347354,7311077,6.73,89.94,,
2405865,3387007,2.72,73.3,,
5034344,3623893,8.44,17.08,,
8584444,5819268,8.97,41.44,,
5454264,8610134,2.39,549.79,,
5215138,7640083,2.75,352.77,,
9663025,1856990,1.23,796.15,,
2276229,4042154,8.13,9.3,,
5842917,954611,1.27,230.72,,
7417945,4285036,4.29,115.47,,
5688893,3897005,5.66,46.2,,
116423,9614955,8.46,1.04,,
5564211,7474361,9.68,29.59,,
5449530,2027450,3.1,76.55,,
3302049,8144795,1.8,556.15,,
5374742,2142080,7.61,13.27,,
7241437,1167234,9.43,6.35,,
304784,2349581,1.63,18.03,,
2626048,951251,6.65,3.77,,
961389,5197543,3.18,32.97,,
9555995,6178984,3.21,382.23,,
5987740,3812433,8.67,20.25,,
9508454,2136283,0.94,1537.21,,
2765714,9255165,0.58,5037.81,,
8395422,528300,0.32,2937.26,,
581156,1268936,6.13,1.31,,
2534180,818738,6.3,3.49,,
2783853,9298148,4.17,99.45,,
8638341,7280139,4.64,194.5,,
1992680,7073770,2.52,148.1,,
5026271,6204765,7.51,36.9,,
5172180,8373140,7.98,45.35,,
561986,6664206,3.14,25.33,,
8474468,7362330,5.06,162.75,,
1382899,2640555,9.55,2.67,,
5738377,7682353,6.67,66.2,,
2147166,1331538,3.31,17.46,,
9963607,5513227,8.39,52.04,,
4367361,9714472,8.49,39.28,,
2009839,9395653,8.46,17.62,,
77156,469963,1.61,0.94,,
6893497,4668100,1.05,1955.09,,
2500099,7874890,7.55,23.04,,
851331,5794350,4.78,14.4,,
7054280,5398553,5.66,79.2,,
5765865,2858120,0.87,1461.98,,
4906905,9317170,5.24,111.27,,
3792406,8183448,4.52,101.42,,
3311692,7098111,7.06,31.44,,
6022382,2140872,6.38,21.12,,
3700700,6953268,2.11,386.51,,
2854370,8131575,6.24,39.76,,
2546721,8962744,7.16,29.75,,
8866514,5835983,4.51,169.96,,
220698,6784523,1.31,58.58,,
8836119,9255838,0.16,223773.52,,
9090900,7744168,9.33,53.95,,
1188535,5453044,3.15,43.7,,
2945142,9314501,6.41,44.55,,
8257,6215835,2.49,0.55,,
2730610,8677358,1.05,1421.43,,
651190,3009088,9.36,1.49,,
4262714,2036779,2.17,122.9,,
5201002,9034415,0.52,11528.12,,
1833872,1186150,0.56,457.27,,
6661417,3193849,9.2,16.77,,
2066123,4672021,3.62,49.29,,
1145562,5848526,7.07,8.93,,
6047147,1619928,2.19,135.84,,
1767908,2373201,6.78,6.1,,
7307543,6157920,0.84,4272.46,,
8838857,59343,9.63,0.38,,
5617462,9723361,1.39,1899.68,,
8666192,8524022,1.93,1323.15,,
6333120,9357437,5.26,143.1,,
1663214,313914,9.18,0.41,,
6617580,6300178,3.69,204.27,,
8440520,9951574,6.26,142.82,,
6597644,8396538,9.96,37.25,,
5527740,8145006,3.97,190.91,,
2797126,1307982,0.84,347.41,,
9701766,6580414,3.08,449.93,,
9241579,3725001,9.93,23.3,,
1069711,1235392,2.73,11.83,,
3947035,6011310,2.69,218.06,,
2050698,2720133,8.2,5.54,,
7018851,3843060,2.28,344.93,,
6697481,7895197,9.3,40.84,,
6063903,8516818,5.88,99.55,,
4437754,2001966,4.95,24.16,,
7576563,950698,2.3,90.93,,
976712,5575612,2.34,66.44,,
1908558,7256946,8.81,11.92,,
9403463,8347976,1.49,2365.22,,
4220913,9633362,0.14,136388.02,,
8939064,1415561,9.12,10.15,,
9836566,3773245,7.86,40.06,,
7020670,8498580,1.92,1081.17,,
8560618,7020859,2.52,633.21,,
3235065,9733924,1.57,856.58,,
8748262,3414332,3.48,164.97,,
9297709,6878147,2.55,657.54,,
2367427,9284818,2.66,207.88,,
6842816,316946,6.96,2.99,,
4224948,5630087,3.96,101.13,,
3594581,9495107,7.34,42.31,,
2121005,5879983,4.11,49.15,,
7332182,4244052,2.36,373.26,,
6364211,6867363,0.65,6797.95,,
1195873,3518582,8.47,3.91,,
2154792,5338066,4.86,32.55,,
9687782,1143504,9.73,7.8,,
1252303,6692679,7.68,9.48,,
9831809,1133685,1.42,367.23,,
9725906,9417602,6.81,131.95,,
320767,3445616,1.19,52.27,,
991714,3771802,0.94,281.52,,
5885299,9537015,2.12,836.22,,
889050,2087271,2.31,23.28,,
1377402,1897812,5.48,5.81,,
5377086,5051608,7.5,32.2,,
7806643,1747718,3.87,60.91,,
5925078,4345231,5.57,55.28,,
2338857,2681219,3.22,40.37,,
32056,8131439,6.05,0.48,,
6454117,4911120,0.41,12353.58,,
2645152,6848551,8.42,17.05,,
8596515,3154415,6.9,38.04,,
2001284,5045594,3.6,51.93,,
3944915,959168,8.48,3.51,,
3428178,8329378,6.68,42.76,,
8124215,8850149,4.78,209.95,,
2757290,2592035,9.6,5.17,,
2580074,5773440,0.35,8189.63,,
5803108,291303,3.77,7.92,,
6420737,4924744,1.83,629.73,,
2701484,6288987,4.67,51.98,,
1098563,5268554,4.03,23.81,,
6485129,2153549,9.96,9.4,,
2310092,2993381,8.77,6,,
8070728,1163584,9.55,6.87,,
9110140,7298291,7.97,69.76,,
2196237,958868,5.09,5.42,,
7152487,6678055,2.11,717.61,,
8668099,5570896,9.1,38.92,,
913273,1762154,8.85,1.37,,
3966327,1145072,4.82,13.03,,
1707633,2679423,5.04,12.04,,
7275089,265857,8.91,1.63,,
8500748,3872264,5.71,67.38,,
6493197,2488966,6.81,23.23,,
946864,7240342,2.2,94.13,,
6090577,5412662,6.14,58.26,,
7221746,1391396,1.48,305.35,,
2063124,8456549,3.68,86,,
8092671,5994972,6.95,67.03,,
9589280,983327,8.95,7.85,,
8309750,8049888,6.55,103.92,,
9789224,9019884,4.62,276.43,,
8486490,4129864,5.26,84.62,,
7362153,300791,9.99,1.48,,
8865647,4562631,4.04,165.74,,
3980634,4186494,6.41,27.08,,
1116531,7949266,4.42,30.26,,
7684356,7800894,9.39,45.33,,
8314964,663662,7.18,7.15,,
149024,3082299,6.16,0.81,,
9555155,2906812,9.58,20.2,,
3033614,116097,3.8,1.63,,
1294659,2295654,6.51,4.68,,
4048272,6620444,2.56,273.77,,
9617576,1036858,4.67,30.55,,
8405937,1499868,4.78,36.76,,
3300337,8637777,0.15,87616.05,,
3585694,3679002,8.6,11.92,,
2078144,2783797,2.24,76.87,,
6325654,8500386,7.28,67.61,,
4449449,2022440,4.21,33.94,,
8665184,2881859,5.75,50.4,,
1829573,9275392,8.78,14.69,,
4183254,1340579,8.82,4.81,,
5697199,6847500,9.72,27.57,,
1120459,8091165,8.06,9.31,,
8725721,5568168,0.74,5867.76,,
6671426,51790,2.41,3.97,,
7627325,3233917,6.32,41.27,,
1266428,344356,6.17,0.77,,
2905649,3108548,4.87,25.39,,
4529636,2602172,5.05,30.89,,
3158197,3676339,2.79,99.55,,
89441,3142324,8.42,0.26,,
3537728,913381,5.35,7.53,,
4404921,9988393,2.56,446.99,,
6958345,7832788,9.57,39.73,,
9590586,4360910,9.87,28.62,,
5229811,1949843,6.21,17.64,,
3848756,5668985,2,362.37,,
1312991,3780893,1.81,100.71,,
1628787,782561,9.99,0.85,,
4760302,5862691,3.16,186.69,,
1658763,7334613,5.87,23.6,,
9266991,2725447,7.78,27.82,,
3719814,8992139,8.56,30.47,,
8286423,50099,4.65,1.28,,
7509241,3766086,3.89,124.55,,
5970791,1046225,0.66,969.01,,
9906300,5320469,3.54,280.65,,
2403993,1271932,7.25,3.88,,
59946,6057723,6.79,0.53,,
9784378,7714544,3.28,467.27,,
1007939,118981,6.04,0.22,,
7254453,9200603,3.49,366.18,,
2984929,566388,7.67,1.92,,
809320,8372478,1.38,236.54,,
2111503,898490,6.73,2.8,,
8034563,399930,9.51,2.37,,
4201225,9228287,2.41,444.68,,
54027,4337790,0.54,53.37,,
3726700,5016088,3.75,88.53,,
5315840,9382711,9.44,37.34,,
4873892,6957555,7.44,40.85,,
8169444,5441064,4.11,175.96,,
6210834,1259266,8.66,6.95,,
771977,3071257,3.15,15.95,,
9301824,965608,3.61,45.88,,
9162340,4753041,0.74,5351.85,,
7730559,5908475,3.58,237.31,,
2697571,8227515,2.44,248.77,,
8149823,8705028,5.23,173.08,,
5703897,9846257,0.79,6043,,
3564502,3815864,2.05,215.98,,
5178347,7431522,8.04,39.74,,
3154471,2389059,3.1,52.29,,
3028290,9846803,1.76,639.22,,
1211408,8675808,7.01,14.28,,
6666673,7860285,3.61,268.46,,
7949941,382706,4.01,12.6,,
5191124,6567036,5.5,75.11,,
2346097,5216319,2.33,150.58,,
8081798,9274828,5.77,150.42,,
2614721,1798039,6.19,8.19,,
3080201,1705572,5.3,12.48,,
3496225,5999911,0.29,16374.29,,
3583367,7844860,1.71,643.41,,
5811842,7293042,6.25,72.35,,
970725,4895788,2.82,39.74,,
4085472,1216967,1.9,91.98,,
1827376,1680094,7.91,3.28,,
1751974,5596314,1.02,625.57,,
1150215,6894294,9.65,5.69,,
5746390,7670987,4.04,180.26,,
5301033,9127567,5.69,99.6,,
9793204,8777094,2.13,1266.45,,
5510349,1488212,7.24,10.43,,
9193147,4874331,9.76,31.36,,
5545002,5157857,2.78,247.72,,
979146,4358406,7.06,5.71,,
7422382,9856318,1.33,2745.37,,
168344,2602540,0.47,132.54,,
468930,4102892,2.06,30.38,,
1750159,6752358,9.1,9.52,,
626019,773608,9.71,0.34,,
7087280,8660164,7.09,81.53,,
181418,5595458,4.37,3.54,,
2501726,2662524,8.06,6.84,,
8102821,5855820,9.96,31.9,,
592552,3817958,3.22,14.55,,
1228294,5840907,3.74,34.25,,
8243233,7195181,4.67,181.64,,
667291,7818196,2.83,43.53,,
4733445,578332,0.03,202931.36,,
7414815,2506998,4.5,61.3,,
9502525,3123590,6.11,52.98,,
5828631,5698030,5.62,70.22,,
2084701,4146079,8.33,8.32,,
5146286,3120409,6.39,26.22,,
1165687,8661360,8.15,10.13,,
8289243,386999,6.99,4.39,,
1331796,6377056,3.48,46.78,,
4591848,7899462,5.4,82.94,,
3134675,9863837,8.97,25.66,,
4274344,3218622,5.12,34.96,,
1668936,9520278,3.5,86.39,,
3289217,696590,2.41,26.29,,
5010175,3008314,2.11,225.05,,
4783745,7171395,2.79,294.55,,
4408904,6578144,0.61,5267.08,,
6045745,545099,3.34,19.72,,
712830,6508784,8.32,4.47,,
8903250,9104591,1.98,1373.67,,
853751,9155776,7.32,9.74,,
3677089,7475046,6.83,39.28,,
3307623,5543790,1.27,760.72,,
5399184,7738064,8.92,35.01,,
6113977,9041488,2.33,677.38,,
8434897,959739,5.72,16.49,,
5162392,8782712,7.58,52.69,,
5706006,9327655,4.44,180.2,,
2373328,4565156,6.15,19.1,,
2254942,1610715,9.8,2.53,,
8606541,627125,5.25,13.05,,
8709134,2315412,7.31,25.21,,
9675863,3970715,2.36,461.82,,
2673817,1795890,8.91,4.04,,
9888725,66538,7.98,0.69,,
2386647,7036378,0.83,1608.4,,
7393666,3123273,3.66,114.89,,
7931934,6792886,3.36,317.59,,
6969966,607360,3.48,23.34,,
6443497,9667749,5.55,135,,
2520125,6728826,4.27,61.98,,
6012663,998899,1.83,119.15,,
5258456,6727224,5.67,73.35,,
3802515,1870152,2.46,78.55,,
2033776,7880810,9.18,12.69,,
9028479,228500,6.74,3.03,,
2977065,3620664,0.04,498160.2,,
5617706,1576054,8.81,7.6,,
6081632,8488150,8.61,46.45,,
2348367,2538339,8.63,5.34,,
3310023,5531186,5.03,48.27,,
2541462,1735775,2.19,61.33,,
8104588,9942727,6.5,127.15,,
9556396,8115730,2.45,864.13,,
8465128,5132195,3.59,224.88,,
9227272,7908711,9.26,56.85,,
5373293,5242047,6.06,51.11,,
9998875,5940058,5.11,151.67,,
1716499,9793408,6.36,27.76,,
6239028,8027920,5.05,131.06,,
5885590,307559,5.87,3.51,,
6810402,9798276,4.28,243.3,,
3908043,9982498,0.27,35837.5,,
5331097,8311297,8.57,40.25,,
7770409,9597127,8.35,71.43,,
6476508,6872450,6.9,62.41,,
8955965,4293479,9.94,25.98,,
3672239,4737341,4.53,56.59,,
8908505,3382018,7.72,33.75,,
9427796,6452766,1.07,3550.82,,
3922865,6490040,0.63,4246.08,,
3260036,995966,9.95,2.19,,
6268744,2823431,1.29,712.57,,
2867653,1671032,5.11,12.23,,
9629808,9375926,1.13,4741.09,,
6799328,1236280,1.96,146.07,,
5195464,3611142,4.67,57.31,,
3651355,209769,7.09,1.02,,
7351134,2972081,1.91,400.43,,
5159677,765383,9,3.26,,
4283701,3665628,6.65,23.67,,
8570451,7053160,9.24,47.24,,
3914449,730553,5.62,6.04,,
4232135,1272300,2.1,81.32,,
1166070,6299366,9.23,5.75,,
136485,5947614,1.44,26.09,,
6218271,9808340,4.39,211.6,,
3717883,9292024,3.91,151.07,,
7287374,4517697,2.16,472.21,,
4659912,4219615,9.71,13.9,,
9505381,7006479,1.4,2273.37,,
9027757,3367055,8.45,28.4,,
2420685,1384659,3.49,18.41,,
3218142,742181,9.26,1.86,,
3143795,441732,3.61,7.13,,
8827763,962037,6.44,13.68,,
2483291,2172417,4.95,14.71,,
2183155,3004769,4.34,23.28,,
3373637,5770199,6.8,28.11,,
7428323,6444808,8.85,40.79,,
2853600,5892612,3.53,90.18,,
8755761,1226156,2.21,146.9,,
6948257,7867539,3.06,390.48,,
2591408,4898303,7.68,14.35,,
5170254,9188318,9.84,32.77,,
5993695,4758071,1.5,846.81,,
3259562,4564159,0.07,199677.48,,
7813764,6455653,8.14,50.8,,
7822397,1379103,6.58,16.64,,
910754,1322226,5.78,2.41,,
1439358,9097543,7.27,16.54,,
7492427,167699,2.05,19.89,,
7211412,517744,4.97,10.07,,
6201429,8718089,1.75,1179.42,,
2856624,4498792,8.41,12.13,,
5128929,614823,1.24,137.4,,
6673623,5043576,6.73,49.58,,
7593973,8950448,6.81,97.91,,
3582272,1955424,3.26,43.98,,
4347336,2365778,7.5,12.21,,
8531131,7879186,4.68,204.5,,
4400792,5105067,1.58,600.42,,
9283964,3902402,2.17,514.62,,
2775175,4482520,3.1,86.48,,
7797232,1544830,5.02,31.93,,
2013327,2138339,4.38,14.98,,
5583906,7989002,6.64,67.58,,
5232802,3437702,0.16,45355.63,,
3533965,7518680,2.3,335.8,,
8426698,1505138,2.47,138.49,,
5157793,6799778,3.69,172.26,,
8634950,1424103,1.46,385.45,,
810552,7930378,3.47,35.67,,
1938625,4678965,9.55,6.64,,
3618899,1747626,3.3,38.76,,
7796564,549809,4.14,16.69,,
473892,4421968,1.78,44.22,,
148801,483162,6.52,0.11,,
370136,2335675,5.52,1.89,,
4316067,8717433,3.52,203.02,,
8530752,7488597,9.27,49.63,,
3522740,8356206,2.55,301.75,,
8354295,6564704,3.03,398.23,,
3188654,9365064,5.54,64.9,,
1924367,8017556,6.42,24.98,,
1715969,5884159,2.84,83.65,,
1275781,1052991,0.48,394.07,,
4869327,1220487,8.19,5.91,,
5757278,4634655,3.26,167.97,,
426286,9758853,2.42,47.4,,
3030097,7070369,1.46,670.41,,
7681013,7123889,9.92,37.1,,
9930863,8983641,3.12,612.02,,
1979776,3222035,2.12,94.44,,
9351263,3521245,6.28,55.71,,
6148540,9619155,7.42,71.69,,
8156697,1556295,4.93,34.9,,
6566106,8348923,7.07,73.13,,
4930091,4263591,9.54,15.41,,
6810993,1310155,5.33,20.98,,
2758832,4249719,2.68,109.09,,
4631737,203655,4.25,3.48,,
6801734,9206842,5.67,129.87,,
1273647,4990952,9.62,4.59,,
1013081,4901246,3.18,32.79,,
6241800,1810146,8.99,9.33,,
3143916,3150010,6.54,15.44,,
9483544,4017639,7.19,49.2,,
7934372,2561884,7.92,21.63,,
8549368,1625898,4.87,39.07,,
1185683,5843905,6.44,11.15,,
793608,6374249,3.81,23.2,,
5022092,3514663,6.93,24.53,,
4749294,2609768,4.73,37,,
7232362,4637216,4.56,107.49,,
3665263,8041608,7.71,33.05,,
9958395,2257423,8.5,20.75,,
6392947,3790493,5.74,49.03,,
5367598,9774134,1.42,1740.44,,
2798397,7443575,3.32,126.09,,
689707,5855035,2.44,45.2,,
6172684,927151,3.58,29.78,,
2672233,1377032,4.12,14.47,,
1207802,3274574,6.66,5.96,,
1923524,3436141,3.24,41.99,,
7927903,5450396,7.1,57.24,,
5118740,7917262,0.05,1051362.01,,
5371401,6538746,2.04,565.13,,
8532768,2621855,7.13,29.36,,
88669,3033648,2.11,4.02,,
78132,2879472,6.66,0.34,,
7994359,2783602,1.17,1083.97,,
6249994,2612860,6.34,27.13,,
6291228,4698262,3.22,190.51,,
1085581,5015416,7.05,7.31,,
346341,2135256,4.87,2.08,,
1785304,7879691,6.31,23.58,,
4837129,9475787,7.74,51.05,,
1174769,7328444,6.85,12.25,,
7322677,7445132,8.88,46.11,,
4197952,9920984,3.68,205.13,,
7075910,2214549,8.19,15.59,,
7922228,9087159,7.18,93.06,,
